ï..number,username,age,done,start,psu,survey,form.Demographiques_introduction.region,form.Demographiques_introduction.region_no,form.Demographiques_introduction.region_exno
676,mdjabou,35,8/11/2016 11:36,8/11/2016 11:28,43,8,exno,---,Kaele
677,mdjabou,17,8/11/2016 12:20,8/11/2016 12:09,43,9,exno,---,Kaele
1146,mdjabou,38,8/11/2016 13:36,8/11/2016 13:21,43,10,exno,---,Kaele
157,mdjabou,42,8/11/2016 14:18,8/11/2016 13:59,43,11,exno,---,Kaele
1211,mdjabou,45,8/11/2016 15:13,8/11/2016 14:28,43,12,exno,---,Kaele
1212,mdjabou,59,8/11/2016 15:45,8/11/2016 15:37,43,13,exno,---,Kaele
1213,mdjabou,57,8/11/2016 16:46,8/11/2016 16:36,43,14,exno,---,Kaele
1111,mdjabou,43,8/11/2016 17:45,8/11/2016 17:31,43,15,exno,---,Kaele
869,mdjabou,33,8/12/2016 9:12,8/12/2016 8:59,44,1,exno,---,Kaele
28,mdjabou,21,8/12/2016 11:19,8/12/2016 11:12,44,2,exno,---,Kaele
286,mdjabou,39,8/12/2016 11:31,8/12/2016 11:21,44,3,exno,---,Kaele
531,mdjabou,61,8/12/2016 12:43,8/12/2016 12:21,44,4,exno,---,Kaele
369,mdjabou,41,8/12/2016 13:31,8/12/2016 13:15,44,5,exno,---,Kaele
1169,mdjabou,25,8/12/2016 13:51,8/12/2016 13:45,44,6,exno,---,Kaele
41,mdjabou,30,8/12/2016 14:16,8/12/2016 14:08,44,7,exno,---,Kaele
98,mdjabou,42,8/12/2016 15:09,8/12/2016 14:44,44,8,exno,---,Kaele
1098,mdjabou,25,8/12/2016 15:31,8/12/2016 15:25,44,9,exno,---,Kaele
657,mdjabou,32,8/12/2016 15:58,8/12/2016 15:50,44,10,exno,---,Kaele
774,mdjabou,42,8/12/2016 16:17,8/12/2016 15:59,44,11,exno,---,Kaele
532,mdjabou,37,8/12/2016 16:48,8/12/2016 16:31,44,12,exno,---,Kaele
658,mdjabou,33,8/12/2016 17:39,8/12/2016 17:23,44,13,exno,---,Kaele
849,mdjabou,28,8/13/2016 11:37,8/13/2016 11:29,45,1,exno,---,Kaele
381,mdjabou,56,8/13/2016 13:50,8/13/2016 13:41,45,2,exno,---,Kaele
1230,mdjabou,31,8/13/2016 15:34,8/13/2016 15:20,45,3,exno,---,Kaele
370,mdjabou,41,8/13/2016 16:03,8/13/2016 15:50,45,4,exno,---,Kaele
659,mdjabou,33,8/13/2016 16:18,8/13/2016 16:10,45,5,exno,---,Kaele
566,mdjabou,19,8/15/2016 10:06,8/15/2016 9:59,45,6,exno,---,Kaele
609,mdjabou,38,8/15/2016 10:47,8/15/2016 10:08,45,7,exno,---,Kaele
123,mdjabou,47,8/15/2016 11:01,8/15/2016 10:48,45,8,exno,---,Kaele
533,mdjabou,33,8/15/2016 12:31,8/15/2016 12:17,45,9,exno,---,Kaele
1170,mdjabou,51,8/15/2016 12:49,8/15/2016 12:37,45,10,exno,---,Kaele
42,mdjabou,28,8/15/2016 14:02,8/15/2016 13:54,45,11,exno,---,Kaele
1099,mdjabou,25,8/15/2016 14:59,8/15/2016 14:49,45,12,exno,---,Kaele
306,mdjabou,32,8/15/2016 15:23,8/15/2016 15:15,45,13,exno,---,Kaele
43,mdjabou,54,8/15/2016 15:44,8/15/2016 15:24,45,14,exno,---,Kaele
1100,mdjabou,31,8/15/2016 17:43,8/15/2016 17:37,45,15,exno,---,Kaele
1255,mdjabou,30,8/16/2016 7:03,8/16/2016 6:56,46,1,exno,---,Kaele
567,mdjabou,24,8/16/2016 7:17,8/16/2016 7:10,46,2,exno,---,Kaele
775,mdjabou,18,8/16/2016 7:28,8/16/2016 7:18,46,3,exno,---,Kaele
610,mdjabou,46,8/16/2016 8:37,8/16/2016 8:32,46,4,exno,---,Kaele
534,mdjabou,55,8/16/2016 11:17,8/16/2016 11:04,46,5,exno,---,Kaele
554,mdjabou,28,8/16/2016 11:58,8/16/2016 11:41,46,6,exno,---,Kaele
555,mdjabou,43,8/16/2016 12:40,8/16/2016 12:23,46,7,exno,---,Kaele
850,mdjabou,19,8/16/2016 12:55,8/16/2016 12:43,46,8,exno,---,Kaele
568,mdjabou,25,8/16/2016 13:03,8/16/2016 12:57,46,9,exno,---,Kaele
307,mdjabou,56,8/16/2016 13:23,8/16/2016 13:07,46,10,exno,---,Kaele
776,mdjabou,32,8/16/2016 13:51,8/16/2016 13:43,46,11,exno,---,Kaele
1068,mdjabou,28,8/16/2016 16:39,8/16/2016 16:33,46,12,exno,---,Kaele
1261,mdjabou,17,8/18/2016 7:57,8/18/2016 7:51,47,1,exno,---,Kaele
340,mdjabou,36,8/21/2016 9:22,8/21/2016 9:07,47,2,exno,---,Kaele
412,mdjabou,33,8/21/2016 10:04,8/21/2016 9:40,47,3,exno,---,Kaele
599,mdjabou,27,8/21/2016 10:34,8/21/2016 10:18,47,4,exno,---,Kaele
823,mdjabou,35,8/21/2016 11:59,8/21/2016 11:48,47,5,exno,---,Kaele
953,mdjabou,53,8/21/2016 13:46,8/21/2016 13:27,47,6,exno,---,Kaele
824,mdjabou,59,8/21/2016 15:06,8/21/2016 14:50,47,7,exno,---,Kaele
825,mdjabou,21,8/21/2016 16:12,8/21/2016 15:52,47,8,exno,---,Kaele
448,mdjabou,42,8/22/2016 12:04,8/22/2016 11:21,47,9,exno,---,Kaele
449,mdjabou,18,8/22/2016 12:25,8/22/2016 12:13,47,10,exno,---,Kaele
826,mdjabou,30,8/23/2016 7:52,8/23/2016 7:38,47,11,exno,---,Kaele
303,mdjabou,35,8/23/2016 12:39,8/23/2016 12:01,47,12,exno,---,Kaele
1089,mdjabou,55,8/23/2016 13:15,8/23/2016 12:46,47,13,exno,---,Kaele
687,mdjabou,46,8/23/2016 14:29,8/23/2016 14:05,47,14,exno,---,Kaele
1143,mdjabou,62,8/23/2016 14:43,8/23/2016 14:32,47,15,exno,---,Kaele
1038,mdjabou,26,10/14/2016 7:15,10/14/2016 6:51,48,1,exno,---,Kaele
504,mdjabou,19,10/14/2016 7:56,10/14/2016 7:37,48,2,exno,---,Kaele
507,mdjabou,31,10/14/2016 8:40,10/14/2016 8:13,48,3,exno,---,Kaele
1322,mdjabou,43,10/14/2016 9:17,10/14/2016 8:50,48,4,exno,---,Kaele
505,mdjabou,35,10/14/2016 9:48,10/14/2016 9:28,48,5,exno,---,Kaele
760,mdjabou,28,10/14/2016 10:37,10/14/2016 10:08,48,6,exno,---,Kaele
761,mdjabou,46,10/14/2016 11:27,10/14/2016 11:10,48,7,exno,---,Kaele
1032,mdjabou,34,10/15/2016 6:33,10/15/2016 6:02,48,8,exno,---,Kaele
1031,mdjabou,28,10/15/2016 11:50,10/15/2016 11:29,48,9,exno,---,Kaele
503,mdjabou,29,10/19/2016 13:05,10/19/2016 12:38,48,10,exno,---,Kaele
502,mdjabou,38,10/19/2016 16:16,10/19/2016 15:50,48,11,exno,---,Kaele
501,mdjabou,25,10/24/2016 13:28,10/24/2016 13:02,48,12,exno,---,Kaele
1033,mdjabou,17,10/24/2016 14:06,10/24/2016 13:43,48,13,exno,---,Kaele
1037,mdjabou,23,11/1/2016 7:44,11/1/2016 7:20,48,14,exno,---,Kaele
506,mdjabou,41,11/1/2016 8:21,11/1/2016 8:02,48,15,exno,---,Kaele
295,ntara,72,8/15/2016 8:30,8/15/2016 7:49,49,1,exno,---,Mokolo
69,ntara,30,8/15/2016 9:07,8/15/2016 8:41,49,2,exno,---,Mokolo
199,ntara,40,8/15/2016 9:41,8/15/2016 9:15,49,3,exno,---,Mokolo
1154,ntara,22,8/15/2016 10:13,8/15/2016 9:47,49,4,exno,---,Mokolo
635,ntara,18,8/15/2016 10:55,8/15/2016 10:19,49,5,exno,---,Mokolo
522,ntara,42,8/15/2016 11:18,8/15/2016 11:03,49,6,exno,---,Mokolo
1256,ntara,50,8/16/2016 8:16,8/16/2016 7:41,49,7,exno,---,Mokolo
924,ntara,28,8/16/2016 8:53,8/16/2016 8:32,49,8,exno,---,Mokolo
590,ntara,18,8/16/2016 9:37,8/16/2016 9:04,49,9,exno,---,Mokolo
135,ntara,18,8/16/2016 10:46,8/16/2016 10:12,49,10,exno,---,Mokolo
902,ntara,30,8/16/2016 11:26,8/16/2016 11:03,49,11,exno,---,Mokolo
591,ntara,52,8/16/2016 11:59,8/16/2016 11:38,49,12,exno,---,Mokolo
182,ntara,27,8/17/2016 8:42,8/17/2016 8:19,50,1,exno,---,Mokolo
1201,ntara,27,8/17/2016 9:19,8/17/2016 8:49,50,2,exno,---,Mokolo
403,ntara,24,8/17/2016 9:35,8/17/2016 9:22,50,3,exno,---,Mokolo
276,ntara,49,8/17/2016 10:19,8/17/2016 9:44,50,4,exno,---,Mokolo
1158,ntara,18,8/17/2016 11:01,8/17/2016 10:31,50,5,exno,---,Mokolo
404,ntara,22,8/17/2016 11:40,8/17/2016 11:04,50,6,exno,---,Mokolo
1202,ntara,40,8/17/2016 12:34,8/17/2016 12:14,50,7,exno,---,Mokolo
666,ntara,23,8/18/2016 7:45,8/18/2016 7:25,50,8,exno,---,Mokolo
1087,ntara,35,8/18/2016 8:30,8/18/2016 8:19,50,9,exno,---,Mokolo
620,ntara,24,8/18/2016 9:06,8/18/2016 8:46,50,10,exno,---,Mokolo
820,ntara,19,8/18/2016 9:24,8/18/2016 9:07,50,11,exno,---,Mokolo
348,ntara,22,8/19/2016 14:00,8/19/2016 13:50,50,12,exno,---,Mokolo
524,ntara,22,8/20/2016 7:12,8/20/2016 6:58,51,1,exno,---,Mokolo
1159,ntara,18,8/22/2016 7:08,8/22/2016 6:56,51,2,exno,---,Mokolo
649,ntara,18,8/22/2016 7:28,8/22/2016 7:15,51,3,exno,---,Mokolo
592,ntara,29,8/22/2016 7:53,8/22/2016 7:35,51,4,exno,---,Mokolo
650,ntara,17,8/22/2016 8:08,8/22/2016 7:58,51,5,exno,---,Mokolo
169,ntara,20,8/22/2016 8:25,8/22/2016 8:13,51,6,exno,---,Mokolo
903,ntara,44,8/22/2016 8:37,8/22/2016 8:25,51,7,exno,---,Mokolo
170,ntara,18,8/22/2016 8:59,8/22/2016 8:52,51,8,exno,---,Mokolo
19,ntara,16,8/22/2016 14:21,8/22/2016 14:13,51,9,exno,---,Mokolo
593,ntara,21,8/22/2016 14:48,8/22/2016 14:40,51,10,exno,---,Mokolo
864,ntara,31,8/22/2016 15:17,8/22/2016 15:05,51,11,exno,---,Mokolo
651,ntara,18,8/22/2016 15:42,8/22/2016 15:29,51,12,exno,---,Mokolo
1126,ntara,31,8/22/2016 15:58,8/22/2016 15:46,51,13,exno,---,Mokolo
667,ntara,19,8/22/2016 16:31,8/22/2016 16:11,51,14,exno,---,Mokolo
349,ntara,18,8/22/2016 16:42,8/22/2016 16:33,51,15,exno,---,Mokolo
377,ntara,61,8/23/2016 8:51,8/23/2016 8:22,52,1,exno,---,Mokolo
1238,ntara,26,8/23/2016 9:13,8/23/2016 9:02,52,2,exno,---,Mokolo
827,ntara,26,8/23/2016 9:43,8/23/2016 9:25,52,3,exno,---,Mokolo
960,ntara,16,8/23/2016 10:09,8/23/2016 9:56,52,4,exno,---,Mokolo
1264,ntara,19,8/23/2016 10:34,8/23/2016 10:12,52,5,exno,---,Mokolo
1092,ntara,28,8/23/2016 11:19,8/23/2016 11:11,52,6,exno,---,Mokolo
335,ntara,18,8/23/2016 12:06,8/23/2016 11:45,52,7,exno,---,Mokolo
2,ntara,30,8/24/2016 8:20,8/24/2016 8:10,52,8,exno,---,Mokolo
1075,ntara,24,8/24/2016 8:45,8/24/2016 8:33,52,9,exno,---,Mokolo
688,ntara,18,8/24/2016 9:09,8/24/2016 8:53,52,10,exno,---,Mokolo
689,ntara,19,8/24/2016 10:11,8/24/2016 10:01,52,11,exno,---,Mokolo
94,ntara,45,8/25/2016 7:34,8/25/2016 7:15,53,1,exno,---,Mokolo
690,ntara,22,8/25/2016 7:59,8/25/2016 7:50,53,2,exno,---,Mokolo
691,ntara,30,8/25/2016 8:22,8/25/2016 7:59,53,3,exno,---,Mokolo
277,ntara,24,8/25/2016 8:38,8/25/2016 8:29,53,4,exno,---,Mokolo
80,ntara,16,8/25/2016 8:58,8/25/2016 8:45,53,5,exno,---,Mokolo
1093,ntara,26,8/25/2016 9:10,8/25/2016 9:01,53,6,exno,---,Mokolo
1076,ntara,18,8/25/2016 9:19,8/25/2016 9:13,53,7,exno,---,Mokolo
938,ntara,21,8/25/2016 9:39,8/25/2016 9:27,53,8,exno,---,Mokolo
81,ntara,42,8/25/2016 9:54,8/25/2016 9:43,53,9,exno,---,Mokolo
105,ntara,22,8/25/2016 10:18,8/25/2016 10:01,53,10,exno,---,Mokolo
1239,ntara,17,8/25/2016 10:32,8/25/2016 10:22,53,11,exno,---,Mokolo
828,ntara,68,8/25/2016 10:53,8/25/2016 10:39,53,12,exno,---,Mokolo
3,ntara,22,8/25/2016 11:01,8/25/2016 10:53,53,13,exno,---,Mokolo
378,ntara,21,8/25/2016 11:14,8/25/2016 11:02,53,14,exno,---,Mokolo
961,ntara,26,8/26/2016 9:13,8/26/2016 8:47,54,1,exno,---,Mokolo
106,ntara,22,8/26/2016 9:23,8/26/2016 9:13,54,2,exno,---,Mokolo
278,ntara,19,8/26/2016 9:33,8/26/2016 9:27,54,3,exno,---,Mokolo
1077,ntara,18,8/26/2016 9:40,8/26/2016 9:33,54,4,exno,---,Mokolo
1078,ntara,29,8/26/2016 9:50,8/26/2016 9:42,54,5,exno,---,Mokolo
692,ntara,23,8/26/2016 10:07,8/26/2016 9:54,54,6,exno,---,Mokolo
962,ntara,35,8/26/2016 10:25,8/26/2016 10:12,54,7,exno,---,Mokolo
829,ntara,19,8/26/2016 10:47,8/26/2016 10:35,54,8,exno,---,Mokolo
1240,ntara,20,8/26/2016 11:02,8/26/2016 10:52,54,9,exno,---,Mokolo
1131,ntara,20,8/26/2016 11:19,8/26/2016 11:06,54,10,exno,---,Mokolo
954,ntara,27,8/26/2016 11:32,8/26/2016 11:27,54,11,exno,---,Mokolo
379,ntara,18,8/26/2016 12:16,8/26/2016 12:06,54,12,exno,---,Mokolo
543,ntara,30,8/29/2016 7:54,8/29/2016 7:43,55,1,exno,---,Mokolo
4,ntara,19,8/29/2016 8:18,8/29/2016 8:04,55,2,exno,---,Mokolo
653,ntara,20,8/29/2016 8:35,8/29/2016 8:23,55,3,exno,---,Mokolo
963,ntara,18,8/29/2016 8:48,8/29/2016 8:36,55,4,exno,---,Mokolo
693,ntara,29,8/29/2016 8:55,8/29/2016 8:49,55,5,exno,---,Mokolo
544,ntara,23,8/29/2016 9:13,8/29/2016 9:01,55,6,exno,---,Mokolo
5,ntara,18,8/29/2016 9:27,8/29/2016 9:13,55,7,exno,---,Mokolo
1094,ntara,23,8/29/2016 9:33,8/29/2016 9:28,55,8,exno,---,Mokolo
830,ntara,24,8/29/2016 10:04,8/29/2016 9:51,55,9,exno,---,Mokolo
1132,ntara,19,8/29/2016 10:52,8/29/2016 10:38,55,10,exno,---,Mokolo
1079,ntara,21,8/30/2016 7:33,8/30/2016 7:19,56,1,exno,---,Mokolo
107,ntara,18,8/30/2016 7:39,8/30/2016 7:34,56,2,exno,---,Mokolo
6,ntara,18,8/30/2016 8:04,8/30/2016 7:57,56,3,exno,---,Mokolo
640,ntara,18,8/30/2016 8:25,8/30/2016 8:17,56,4,exno,---,Mokolo
121,ntara,19,8/30/2016 8:34,8/30/2016 8:26,56,5,exno,---,Mokolo
939,ntara,19,8/30/2016 8:38,8/30/2016 8:34,56,6,exno,---,Mokolo
570,ntara,19,8/30/2016 9:04,8/30/2016 8:57,56,7,exno,---,Mokolo
955,ntara,20,8/30/2016 9:30,8/30/2016 9:24,56,8,exno,---,Mokolo
431,ntara,18,8/30/2016 9:37,8/30/2016 9:31,56,9,exno,---,Mokolo
1095,ntara,42,8/30/2016 9:53,8/30/2016 9:40,56,10,exno,---,Mokolo
694,ntara,20,8/30/2016 10:01,8/30/2016 9:53,56,11,exno,---,Mokolo
1080,ntara,18,8/30/2016 10:13,8/30/2016 10:04,56,12,exno,---,Mokolo
956,ntara,21,8/30/2016 10:23,8/30/2016 10:17,56,13,exno,---,Mokolo
695,ntara,18,8/30/2016 14:59,8/30/2016 14:36,56,14,exno,---,Mokolo
696,ntara,19,8/30/2016 15:55,8/30/2016 15:34,56,15,exno,---,Mokolo
122,ntara,20,8/30/2016 16:07,8/30/2016 15:55,56,16,exno,---,Mokolo
1301,ntara,21,9/27/2016 15:14,9/27/2016 14:46,57,1,exno,---,Mokolo
733,ntara,19,9/27/2016 15:39,9/27/2016 15:21,57,2,exno,---,Mokolo
995,ntara,17,9/27/2016 15:55,9/27/2016 15:39,57,3,exno,---,Mokolo
996,ntara,18,9/27/2016 16:20,9/27/2016 15:55,57,4,exno,---,Mokolo
998,ntara,25,9/27/2016 16:35,9/27/2016 16:20,57,5,exno,---,Mokolo
223,ntara,18,9/29/2016 15:41,9/29/2016 15:26,57,6,exno,---,Mokolo
1292,ntara,20,10/9/2016 6:34,10/9/2016 6:12,57,7,exno,---,Mokolo
999,ntara,23,10/9/2016 6:51,10/9/2016 6:42,57,8,exno,---,Mokolo
493,ntara,16,10/9/2016 7:05,10/9/2016 6:51,57,9,exno,---,Mokolo
1000,ntara,17,10/9/2016 7:18,10/9/2016 7:05,57,10,exno,---,Mokolo
477,ntara,24,10/9/2016 14:12,10/9/2016 14:04,57,11,exno,---,Mokolo
1294,ntara,16,10/9/2016 14:56,10/9/2016 14:12,57,12,exno,---,Mokolo
1295,ntara,19,10/9/2016 16:14,10/9/2016 15:54,57,13,exno,---,Mokolo
997,ntara,46,10/9/2016 16:22,10/9/2016 16:14,57,14,exno,---,Mokolo
1293,ntara,18,10/9/2016 17:17,10/9/2016 16:26,57,15,exno,---,Mokolo
420,rnganga,30,8/9/2016 21:32,8/9/2016 21:09,58,1,exno,---,Kousseri
333,rnganga,68,8/9/2016 22:06,8/9/2016 21:41,58,2,exno,---,Kousseri
601,rnganga,33,8/9/2016 22:36,8/9/2016 22:09,58,3,exno,---,Kousseri
139,rnganga,18,8/9/2016 23:03,8/9/2016 22:42,58,4,exno,---,Kousseri
606,rnganga,44,8/9/2016 23:37,8/9/2016 23:07,58,5,exno,---,Kousseri
918,rnganga,43,8/10/2016 0:03,8/9/2016 23:46,58,6,exno,---,Kousseri
86,rnganga,30,8/10/2016 0:30,8/10/2016 0:07,58,7,exno,---,Kousseri
527,rnganga,64,8/10/2016 0:55,8/10/2016 0:35,58,8,exno,---,Kousseri
1055,rnganga,21,8/10/2016 1:23,8/10/2016 1:06,58,9,exno,---,Kousseri
550,rnganga,32,8/10/2016 1:47,8/10/2016 1:29,58,10,exno,---,Kousseri
909,rnganga,26,8/10/2016 2:13,8/10/2016 1:59,58,11,exno,---,Kousseri
1137,rnganga,23,8/10/2016 2:46,8/10/2016 2:37,58,12,exno,---,Kousseri
11,rnganga,73,8/10/2016 3:04,8/10/2016 2:50,58,13,exno,---,Kousseri
975,rnganga,25,8/10/2016 3:23,8/10/2016 3:07,58,14,exno,---,Kousseri
31,rnganga,65,8/10/2016 21:08,8/10/2016 20:57,59,1,exno,---,Kousseri
1184,rnganga,50,8/10/2016 21:29,8/10/2016 21:15,59,2,exno,---,Kousseri
1149,rnganga,25,8/10/2016 21:50,8/10/2016 21:32,59,3,exno,---,Kousseri
194,rnganga,35,8/10/2016 22:06,8/10/2016 21:55,59,4,exno,---,Kousseri
764,rnganga,28,8/10/2016 22:18,8/10/2016 22:08,59,5,exno,---,Kousseri
32,rnganga,30,8/10/2016 22:36,8/10/2016 22:21,59,6,exno,---,Kousseri
804,rnganga,27,8/10/2016 22:48,8/10/2016 22:39,59,7,exno,---,Kousseri
325,rnganga,75,8/10/2016 23:05,8/10/2016 22:56,59,8,exno,---,Kousseri
326,rnganga,24,8/10/2016 23:20,8/10/2016 23:10,59,9,exno,---,Kousseri
1150,rnganga,18,8/10/2016 23:41,8/10/2016 23:26,59,10,exno,---,Kousseri
148,rnganga,18,8/10/2016 23:54,8/10/2016 23:45,59,11,exno,---,Kousseri
1115,rnganga,70,8/11/2016 0:07,8/10/2016 23:58,59,12,exno,---,Kousseri
438,rnganga,52,8/11/2016 0:27,8/11/2016 0:10,59,13,exno,---,Kousseri
195,rnganga,51,8/11/2016 0:40,8/11/2016 0:29,59,14,exno,---,Kousseri
33,rnganga,20,8/11/2016 0:51,8/11/2016 0:44,59,15,exno,---,Kousseri
1151,rnganga,35,8/11/2016 1:03,8/11/2016 0:54,59,16,exno,---,Kousseri
1217,rnganga,35,8/11/2016 1:15,8/11/2016 1:08,59,17,exno,---,Kousseri
289,rnganga,30,8/11/2016 1:49,8/11/2016 1:21,59,18,exno,---,Kousseri
517,rnganga,29,8/13/2016 22:23,8/13/2016 21:49,60,1,exno,---,Kousseri
292,rnganga,28,8/13/2016 23:03,8/13/2016 22:34,60,2,exno,---,Kousseri
329,rnganga,31,8/13/2016 23:28,8/13/2016 23:16,60,3,exno,---,Kousseri
679,rnganga,32,8/13/2016 23:50,8/13/2016 23:35,60,4,exno,---,Kousseri
439,rnganga,29,8/14/2016 0:10,8/13/2016 23:58,60,5,exno,---,Kousseri
878,rnganga,30,8/14/2016 0:34,8/14/2016 0:17,60,6,exno,---,Kousseri
37,rnganga,52,8/14/2016 0:56,8/14/2016 0:42,60,7,exno,---,Kousseri
66,rnganga,31,8/14/2016 1:21,8/14/2016 1:02,60,8,exno,---,Kousseri
584,rnganga,22,8/14/2016 1:38,8/14/2016 1:25,60,9,exno,---,Kousseri
38,rnganga,36,8/14/2016 1:54,8/14/2016 1:42,60,10,exno,---,Kousseri
518,rnganga,60,8/14/2016 2:14,8/14/2016 1:59,60,11,exno,---,Kousseri
646,rnganga,29,8/14/2016 2:40,8/14/2016 2:23,60,12,exno,---,Kousseri
632,rnganga,35,8/14/2016 3:01,8/14/2016 2:48,60,13,exno,---,Kousseri
893,rnganga,21,8/14/2016 3:26,8/14/2016 3:12,60,14,exno,---,Kousseri
39,rnganga,37,8/14/2016 3:45,8/14/2016 3:32,60,15,exno,---,Kousseri
557,rnganga,25,8/15/2016 19:38,8/15/2016 19:28,61,1,exno,---,Kousseri
613,rnganga,47,8/15/2016 20:00,8/15/2016 19:43,61,2,exno,---,Kousseri
371,rnganga,34,8/15/2016 20:23,8/15/2016 20:09,61,3,exno,---,Kousseri
1069,rnganga,25,8/15/2016 20:50,8/15/2016 20:40,61,4,exno,---,Kousseri
1173,rnganga,46,8/15/2016 21:08,8/15/2016 20:58,61,5,exno,---,Kousseri
1175,rnganga,58,8/15/2016 21:25,8/15/2016 21:13,61,6,exno,---,Kousseri
272,rnganga,27,8/15/2016 21:44,8/15/2016 21:34,61,7,exno,---,Kousseri
1257,rnganga,38,8/15/2016 22:14,8/15/2016 21:57,61,8,exno,---,Kousseri
1176,rnganga,18,8/15/2016 22:39,8/15/2016 22:31,61,9,exno,---,Kousseri
934,rnganga,20,8/15/2016 22:53,8/15/2016 22:44,61,10,exno,---,Kousseri
536,rnganga,20,8/15/2016 23:08,8/15/2016 23:01,61,11,exno,---,Kousseri
53,rnganga,27,8/15/2016 23:23,8/15/2016 23:10,61,12,exno,---,Kousseri
537,rnganga,60,8/15/2016 23:33,8/15/2016 23:27,61,13,exno,---,Kousseri
1258,rnganga,30,8/15/2016 23:44,8/15/2016 23:35,61,14,exno,---,Kousseri
790,rnganga,20,8/17/2016 19:34,8/17/2016 19:21,62,1,exno,---,Kousseri
373,rnganga,22,8/17/2016 20:02,8/17/2016 19:50,62,2,exno,---,Kousseri
778,rnganga,34,8/17/2016 20:15,8/17/2016 20:04,62,3,exno,---,Kousseri
310,rnganga,20,8/17/2016 20:35,8/17/2016 20:21,62,4,exno,---,Kousseri
791,rnganga,30,8/17/2016 20:49,8/17/2016 20:39,62,5,exno,---,Kousseri
45,rnganga,24,8/17/2016 21:11,8/17/2016 20:59,62,6,exno,---,Kousseri
54,rnganga,28,8/17/2016 21:30,8/17/2016 21:16,62,7,exno,---,Kousseri
55,rnganga,26,8/17/2016 21:42,8/17/2016 21:32,62,8,exno,---,Kousseri
1259,rnganga,18,8/17/2016 21:56,8/17/2016 21:47,62,9,exno,---,Kousseri
926,rnganga,25,8/17/2016 22:07,8/17/2016 21:59,62,10,exno,---,Kousseri
1102,rnganga,22,8/17/2016 22:23,8/17/2016 22:13,62,11,exno,---,Kousseri
852,rnganga,30,8/17/2016 22:41,8/17/2016 22:29,62,12,exno,---,Kousseri
853,rnganga,21,8/17/2016 22:51,8/17/2016 22:44,62,13,exno,---,Kousseri
622,rnganga,35,8/20/2016 0:28,8/20/2016 0:19,63,1,exno,---,Kousseri
1221,rnganga,19,8/20/2016 0:50,8/20/2016 0:33,63,2,exno,---,Kousseri
425,rnganga,33,8/20/2016 1:10,8/20/2016 0:59,63,3,exno,---,Kousseri
1189,rnganga,25,8/20/2016 1:32,8/20/2016 1:14,63,4,exno,---,Kousseri
946,rnganga,62,8/20/2016 1:56,8/20/2016 1:37,63,5,exno,---,Kousseri
588,rnganga,20,8/20/2016 2:18,8/20/2016 2:00,63,6,exno,---,Kousseri
163,rnganga,27,8/20/2016 2:44,8/20/2016 2:26,63,7,exno,---,Kousseri
74,rnganga,18,8/20/2016 3:03,8/20/2016 2:53,63,8,exno,---,Kousseri
426,rnganga,18,8/20/2016 3:27,8/20/2016 3:11,63,9,exno,---,Kousseri
1045,rnganga,23,8/20/2016 3:41,8/20/2016 3:33,63,10,exno,---,Kousseri
948,rnganga,24,8/20/2016 4:03,8/20/2016 3:54,63,11,exno,---,Kousseri
623,rnganga,45,8/20/2016 4:15,8/20/2016 4:09,63,12,exno,---,Kousseri
1190,rnganga,55,8/20/2016 4:25,8/20/2016 4:17,63,13,exno,---,Kousseri
164,rnganga,35,8/20/2016 4:35,8/20/2016 4:28,63,14,exno,---,Kousseri
896,rnganga,20,8/20/2016 4:45,8/20/2016 4:40,63,15,exno,---,Kousseri
1122,rnganga,20,8/20/2016 19:46,8/20/2016 19:32,64,1,exno,---,Kousseri
862,rnganga,20,8/20/2016 20:00,8/20/2016 19:48,64,2,exno,---,Kousseri
75,rnganga,33,8/20/2016 20:19,8/20/2016 20:05,64,3,exno,---,Kousseri
154,rnganga,22,8/20/2016 20:33,8/20/2016 20:25,64,4,exno,---,Kousseri
268,rnganga,21,8/20/2016 20:55,8/20/2016 20:33,64,5,exno,---,Kousseri
13,rnganga,30,8/20/2016 21:11,8/20/2016 20:58,64,6,exno,---,Kousseri
343,rnganga,20,8/20/2016 21:30,8/20/2016 21:13,64,7,exno,---,Kousseri
14,rnganga,23,8/20/2016 21:41,8/20/2016 21:35,64,8,exno,---,Kousseri
15,rnganga,30,8/20/2016 21:56,8/20/2016 21:43,64,9,exno,---,Kousseri
624,rnganga,40,8/20/2016 22:10,8/20/2016 22:00,64,10,exno,---,Kousseri
897,rnganga,23,8/20/2016 22:17,8/20/2016 22:11,64,11,exno,---,Kousseri
811,rnganga,30,8/20/2016 23:00,8/20/2016 22:38,64,12,exno,---,Kousseri
299,rnganga,20,8/20/2016 23:39,8/20/2016 23:15,64,13,exno,---,Kousseri
812,rnganga,60,8/20/2016 23:48,8/20/2016 23:39,64,14,exno,---,Kousseri
115,rnganga,41,9/3/2016 19:57,9/3/2016 19:39,65,1,exno,---,Kousseri
1120,rnganga,18,9/3/2016 20:23,9/3/2016 20:00,65,2,exno,---,Kousseri
968,rnganga,23,9/3/2016 20:35,9/3/2016 20:27,65,3,exno,---,Kousseri
334,rnganga,54,9/3/2016 20:45,9/3/2016 20:39,65,4,exno,---,Kousseri
297,rnganga,24,9/3/2016 20:53,9/3/2016 20:49,65,5,exno,---,Kousseri
